paper_idx,para_idx,abstract
23,0,"We investigate the local atomic structure of the new nonmagnetic superconducting system LaO1−xFxBiS2 using neutron diffraction and pair density function analysis. Our data provide evidence for local charge fluctuations tied to a charge disproportionation of the Bi ions in the distorted lattice of superconducting LaO1−xFxBiS2. In-plane, short-range displacements of sulfur atoms up to 0.3 Å break site symmetry and generate two distinct environments around Bi. An out-of-plane motion of the apical sulfur moves it closer to the La-O/F doping layer with increasing x, which may form a charge transfer conduit between the doping layers and the superconducting BiS2 planes. The mechanism for superconductivity may arise from the interplay between charge density fluctuations and an enhanced spin-orbit coupling, suggested theoretically, that induces spin polarization."
23,1,"The local atomic structure of the new nonmagnetic superconducting system LaO1−xFxBiS2 is examined using neutron diffraction together with the pair density function analysis. Evidence is presented for local charge fluctuations associated with charge disproportionation of the Bi ions in the distorted lattice of superconducting LaO1−xFxBiS2. Short-range in-plane displacements of sulfur atoms, reaching up to 0.3 Å, break site symmetry and generate two distinct local environments around Bi. Out-of-plane motion of the apical sulfur brings it closer to the La-O/F doping layer with increasing x, which may lead to a charge transfer conduit between the doping layers and the superconducting BiS2 planes. The mechanism for superconductivity may arise from the interplay between charge density fluctuations and an enhanced spin-orbit coupling, as suggested theoretically, that induces spin polarization."
23,2,"The local atomic structure of the new nonmagnetic superconducting system LaO1−xFxBiS2 is investigated using neutron diffraction and the pair density function analysis. Evidence is presented for local charge fluctuations linked to a charge disproportionation of the Bi ions in the distorted lattice of superconducting LaO1−xFxBiS2. In-plane short-range distortions of sulfur atoms, reaching up to 0.3 Å in magnitude, break the site symmetry and create two distinct environments around Bi. An out-of-plane displacement of the apical sulfur moves it closer to the La-O/F doping layer with increasing x and may lead to a charge transfer conduit between the doping layers and the superconducting BiS2 planes. The mechanism for superconductivity may arise from the interplay between charge density fluctuations and an enhanced spin-orbit coupling, as suggested theoretically, that induces spin polarization."
23,3,"We examine the local atomic structure of the new nonmagnetic superconducting system LaO1−xFxBiS2 using neutron diffraction together with pair density function analysis. We report evidence of local charge fluctuations associated with a charge disproportionation of the Bi ions within the distorted lattice of superconducting LaO1−xFxBiS2. Short-range, in-plane displacements of sulfur atoms reaching up to 0.3 Å break site symmetry and generate two distinct local environments around Bi. Concurrent out-of-plane motion of the apical sulfur draws it nearer to the La-O/F doping layer as x increases, a change that may create a charge-transfer conduit between the doping layers and the superconducting BiS2 planes. The superconducting mechanism may originate from an interplay between charge density fluctuations and a theoretically suggested enhanced spin-orbit coupling that induces spin polarization."
23,4,"We examine the local atomic structure of the new nonmagnetic superconducting system LaO1−xFxBiS2 by neutron diffraction together with pair density function analysis. We report evidence for local charge fluctuations that are linked to charge disproportionation of the Bi ions within the distorted lattice of superconducting LaO1−xFxBiS2. In-plane, short-range displacements of sulfur atoms reaching up to 0.3 Å break the site symmetry and generate two distinct environments around Bi. An out-of-plane shift of the apical sulfur draws it closer to the La-O/F doping layer as x increases, which may establish a charge-transfer conduit between the doping layers and the superconducting BiS2 planes. The superconducting mechanism may stem from the interplay between charge density fluctuations and a theoretically suggested enhancement of spin-orbit coupling that induces spin polarization."
24,0,"Conversion-electron Mössbauer spectroscopy together with superconducting quantum interference device magnetometry were employed to determine, as a function of temperature, both the magnetic hyperfine field and the spontaneous magnetization of ultrathin Fe(110) films grown epitaxially on Ag(111) substrate films. For the first time, hyperfine-field measurements with monolayer resolution and magnetization measurements have been carried out on the same sample, which consists of four Fe(110) atomic layers. A comparison of these results with earlier experiments and theoretical work leads to the following conclusions: (1) the ground-state hyperfine field at the Fe(110)/Ag(111) interface is enhanced relative to bulk, in agreement with other experimental reports but in contradiction to recent band-structure calculations; this discrepancy can be accounted for by including dipolar field contributions at the interface; (2) the relative spin deviation from saturation (T=0) inferred from the hyperfine field matches that obtained from the spontaneous magnetization for both the interface atoms and the center of the film; (3) the spin deviation, ΔM(T), in every layer of the ultrathin Fe film follows a T3/2 law, and therefore a linear M-T relation is not a signature of a two-dimensional ferromagnet as is often stated in the literature; (4) ultrathin Fe films exhibit strong surface and size effects in the thermally excited spin deviation, and currently no theory exists that simultaneously accounts for layer-dependent ground-state moments together with surface and bulk spin waves; and (5) the spin-wave parameter, B, varies between different experiments on similar film systems, suggesting that the real-film interface structure and roughness play an important role."
24,1,"Conversion-electron Mössbauer spectroscopy and superconducting quantum interference device magnetometry were employed to determine the magnetic hyperfine field and the spontaneous magnetization of ultrathin Fe(110) films grown epitaxially on Ag(111) substrate films as functions of temperature. For the first time, hyperfine-field measurements with monolayer resolution and magnetization measurements have been obtained from the same sample, which consists of four Fe(110) atomic layers. Comparison of the present data with earlier experiments and theoretical results yields the following conclusions: (1) the ground-state hyperfine field at the Fe(110)/Ag(111) interface is enhanced relative to the bulk, consistent with other experiments but in conflict with recent band calculations; this discrepancy can be accounted for by including dipolar field contributions at the interface; (2) the relative spin deviation from saturation (T=0) inferred from the hyperfine field coincides with that determined from the spontaneous magnetization for both the interface atoms and the film center; (3) the spin deviation, ΔM(T), in every layer of the ultrathin Fe film is well described by a T3/2 law; therefore a linear M-T relation is not an intrinsic signature of a two-dimensional ferromagnet, contrary to frequent statements in the literature; (4) ultrathin Fe films exhibit pronounced surface and size effects in the thermally excited spin deviation, and at present no theory incorporates layer-dependent ground-state moments together with surface and bulk spin waves; and (5) the spin-wave parameter, B, varies between different experiments even for comparable film systems, suggesting that the real-film interface structure and roughness play an important role."
24,2,"Conversion-electron Mössbauer spectroscopy and superconducting quantum interference device magnetometry were employed to determine the magnetic hyperfine field and the spontaneous magnetization of ultrathin Fe(110) films, epitaxially grown on Ag(111) substrate films, as functions of temperature. For the first time, hyperfine-field measurements with monolayer resolution and magnetization measurements have been acquired from the same specimen, comprising four Fe(110) atomic layers. Comparison of these results with earlier experiments and theoretical work yields the following conclusions: (1) the ground-state hyperfine field at the Fe(110)/Ag(111) interface is enhanced relative to the bulk, in agreement with other experimental findings but at odds with recent band-structure calculations; this discrepancy can be accounted for by including dipolar field contributions at the interface; (2) the relative spin deviation from saturation (T = 0) inferred from the hyperfine field matches that deduced from the spontaneous magnetization for both the interface atoms and the film center; (3) the spin deviation, ΔM(T), in every layer of the ultrathin Fe film follows a T3/2 law, and therefore a linear M–T relation is not an intrinsic signature of a two-dimensional ferromagnet as is often stated in the literature; (4) ultrathin Fe films display pronounced surface and finite-size effects in the thermally excited spin deviation, and presently no theory incorporates layer-dependent ground-state moments together with both surface and bulk spin waves; and (5) the spin-wave parameter B varies between different experiments on ostensibly similar film systems; we suggest that the real-film interface structure and roughness play an important role."
24,3,"Conversion-electron Mössbauer spectroscopy together with superconducting quantum interference device magnetometry were employed to determine the magnetic hyperfine field and the spontaneous magnetization, respectively, of ultrathin Fe(110) films epitaxially grown on Ag(111) substrates as a function of temperature. For the first time, hyperfine-field measurements with monolayer resolution and macroscopic magnetization data have been obtained from the same specimen, which comprised four Fe(110) atomic layers. A comparison of these results with earlier experiments and theoretical work yields the following conclusions: (1) the ground-state hyperfine field at the Fe(110)/Ag(111) interface is enhanced relative to the bulk, consistent with other experimental findings but in conflict with recent band-structure calculations; this discrepancy can be rationalized by including dipolar field contributions at the interface; (2) the relative spin deviation from saturation (T = 0) inferred from the hyperfine field coincides with that obtained from the spontaneous magnetization for both the interface atoms and the film center; (3) the spin deviation, ΔM(T), in every layer of the ultrathin Fe film follows a T3/2 law, implying that a linear M–T relation is not an intrinsic signature of a two-dimensional ferromagnet as frequently asserted in the literature; (4) ultrathin Fe films exhibit pronounced surface and finite-size effects on the thermally excited spin deviation, and currently no theoretical framework exists that simultaneously accounts for layer-dependent ground-state moments together with surface and bulk spin waves; and (5) the spin-wave parameter B varies between different experiments on comparable film systems, suggesting that the real-film interface structure and roughness play an important role."
24,4,"Conversion-electron Mössbauer spectroscopy and superconducting quantum interference device magnetometry were employed to determine the magnetic hyperfine field and the spontaneous magnetization of ultrathin Fe(110) films epitaxially grown on Ag(111) substrate films as a function of temperature. For the first time, hyperfine-field measurements with monolayer resolution and magnetization measurements have been obtained from the same specimen, which consists of four Fe(110) atomic layers. A comparison of these results with earlier experiments and theoretical work yields the following conclusions: (1) the ground-state hyperfine field at the Fe(110)/Ag(111) interface is enhanced relative to the bulk, in agreement with other experimental findings but in conflict with recent band-structure calculations; this discrepancy can be accounted for by including dipolar field contributions at the interface; (2) the relative spin deviation from saturation (T=0) inferred from the hyperfine field is identical to that obtained from the spontaneous magnetization for both the interface atoms and the film center; (3) the spin deviation, ΔM(T), in every layer of the ultrathin Fe film follows a T3/2 law, so a linear M–T relation is not an inherent characteristic of a two-dimensional ferromagnet as is often stated in the literature; (4) ultrathin Fe films exhibit pronounced surface and size effects in the thermally excited spin deviation, and presently no theory incorporates layer-dependent ground-state moments together with surface and bulk spin waves; and (5) the spin-wave parameter, B, varies between different experiments on nominally similar film systems, suggesting that the real-film interface structure and roughness play an important role."
25,0,"Presented is an improved automatic generation control (AGC) system that applies self-tuning adaptive control to both the main AGC loop and the superconducting magnetic energy storage system (SMES). Simulations on a two-area interconnected power system demonstrated that the proposed adaptive control approach very effectively damps oscillations caused by load disturbances, and that its performance is quite insensitive to controller gain parameter changes of the SMES system. A performance evaluation comparing control schemes using adaptive and nonadaptive controllers in the main AGC and in the SMES control loops is presented. The performance improvement afforded by the adaptive scheme was particularly pronounced for load changes of random magnitude and duration."
25,1,"An improved automatic generation control (AGC) system is described that uses self-tuning adaptive control in both the main AGC loop and the superconducting magnetic energy storage (SMES) system. Computer simulations on a two-area interconnected power system showed the proposed adaptive control scheme to be highly effective at damping oscillations caused by load disturbances, and its performance was largely insensitive to changes in the SMES controller gain parameters. A performance evaluation comparing control schemes that employ adaptive and nonadaptive controllers in the main AGC and SMES control loops is presented. The performance gains produced by the adaptive scheme were especially pronounced for load changes with random magnitude and duration."
25,2,"An improved automatic generation control (AGC) system is presented that employs self-tuning adaptive control in both the main AGC loop and the superconducting magnetic energy storage system (SMES). Computer simulations on a two-area interconnected power system demonstrate that the proposed adaptive control scheme is highly effective at damping oscillations caused by load disturbances, and that its performance is largely insensitive to changes in the SMES controller gain parameters. A comparative performance evaluation of control schemes using adaptive and nonadaptive controllers in the main AGC and SMES control loops is provided. The performance improvement afforded by the adaptive approach is particularly pronounced for load changes of random magnitude and duration."
25,3,An improved automatic generation control (AGC) system that implements self-tuning adaptive control in both the main AGC loop and the superconducting magnetic energy storage system (SMES) control is presented. Computer simulations on a two-area interconnected power system demonstrated that the proposed adaptive scheme was very effective in damping oscillations induced by load disturbances and that its performance was largely insensitive to changes in the SMES controller gain parameters. A comparative performance evaluation of control schemes employing adaptive versus nonadaptive controllers in the main AGC and SMES control loops is provided. The performance gains from the adaptive approach were especially marked for load variations of random magnitude and duration.
25,4,An improved automatic generation control (AGC) system is presented that employs self-tuning adaptive control in both the main AGC loop and the superconducting magnetic energy storage system (SMES). Computer simulations on a two-area interconnected power system indicate that the proposed adaptive control scheme is highly effective at damping oscillations caused by load disturbances and that its performance is largely insensitive to changes in the SMES controller gain parameters. A performance evaluation comparing adaptive and nonadaptive controllers in the main AGC and SMES control loops is provided. The performance improvement afforded by the adaptive scheme is especially pronounced for load changes of random magnitude and duration.
26,0,"We introduce a simple theoretical framework for the reversible magnetization of type-II superconductors as a function of the applied field H, valid throughout the entire field interval between Hc1 and Hc2. In the limit H ≃ Hc1 the framework reduces to a variational model from which Hc1 can be computed accurately in the Ginzburg-Landau regime. In the free-energy evaluation we retain, beyond the supercurrent kinetic energy and the magnetic-field energy, the kinetic-energy and condensation-energy contributions that arise from suppression of the order parameter inside the vortex core. The model is generalized to anisotropic materials by the inclusion of an effective-mass tensor for the situation in which H is parallel to one of the principal axes. The resulting theory is compared with reversible-magnetization measurements on a YBa2Cu3O7 single crystal. The approach allows precise determination of Hc2(T) from magnetization-versus-temperature data taken at fixed applied fields and accounts for the observed field-dependent slopes of those measurements, in contrast to the slope expected from the linear Abrikosov result near Hc2. From this analysis we obtain dHc2/dT = (−1.65 ± 0.23) T/K for H ∥ c near Tc, which corresponds to ξab(0) = (17 ± 1) Å."
26,1,"We propose a simple theoretical model for the reversible magnetization of type-II superconductors as a function of the applied field H, valid throughout the entire field region between Hc1 and Hc2. In the limit H≃Hc1 the theory reduces to a variational model, from which Hc1 can be accurately computed in the Ginzburg-Landau regime. In calculating the free energy we include, in addition to the supercurrent kinetic energy and the magnetic-field energy, the kinetic-energy and the condensation-energy terms that result from suppression of the order parameter in the vortex core. The model is extended to account for anisotropy by introducing an effective-mass tensor for the case when H is parallel to one of the principal axes. We compare the theory with reversible-magnetization data on a YBa2Cu3O7 single crystal. The method allows an accurate determination of Hc2 versus temperature from measurements of the magnetization versus temperature at fixed magnetic field and explains why the measurements have different slopes in different fields, contrary to what might have been expected from the linear Abrikosov formula near Hc2. The deduced dHc2/dT is (-1.65±0.23) T/K for H parallel to the c axis near Tc, implying ξab(0)=(17±1) Å."
26,2,"We present a simple theoretical model describing the reversible magnetization of type-II superconductors as a function of the applied field H over the entire interval between Hc1 and Hc2. In the limit H ≃ Hc1 the formulation reduces to a variational model that enables an accurate calculation of Hc1 within the Ginzburg-Landau regime. In evaluating the free energy we retain, beyond the supercurrent kinetic energy and the magnetic-field energy, the kinetic-energy and condensation-energy contributions associated with suppression of the order parameter in the vortex core. The framework is generalized to include anisotropy by introducing an effective-mass tensor for the case when H is parallel to one of the principal axes. We compare the theory with reversible-magnetization measurements on a YBa2Cu3O7 single crystal. The approach allows an accurate determination of Hc2(T) from magnetization-versus-temperature data taken at fixed magnetic field and accounts for the observation that the measured slopes vary with field, in contrast to the expectation from the linear Abrikosov formula near Hc2. From the analysis we obtain dHc2/dT = (-1.65±0.23) T/K for H parallel to the c axis near Tc, which implies ξab(0) = (17±1) Å."
26,3,"A simple theoretical model is presented for the reversible magnetization of type-II superconductors as a function of the applied field H, valid throughout the entire field interval between Hc1 and Hc2. In the limit H ≃ Hc1 the approach reduces to a variational model, from which Hc1 can be computed accurately within the Ginzburg-Landau regime. When evaluating the free energy we include, in addition to the supercurrent kinetic energy and the magnetic-field energy, the kinetic-energy and the condensation-energy contributions that arise from suppression of the order parameter in the vortex core. The model is generalized to treat anisotropy by introducing an effective-mass tensor for the case where H is parallel to one of the principal axes. The theoretical results are compared with reversible-magnetization measurements on a YBa2Cu3O7 single crystal. The method allows an accurate extraction of Hc2 as a function of temperature from magnetization-versus-temperature data taken at fixed magnetic field, and it accounts for the observation that these measurements have different slopes in different fields, in contrast to the expectation from the linear Abrikosov formula near Hc2. The deduced dHc2/dT is (-1.65±0.23) T/K for H parallel to the c axis near Tc, implying ξab(0) = (17±1) Å."
26,4,"We present a simple theoretical model for the reversible magnetization of type-II superconductors as a function of applied field H that is valid throughout the entire region between Hc1 and Hc2. In the limit H ≃ Hc1 the theory becomes a variational model, from which Hc1 can be calculated accurately within the Ginzburg-Landau regime. In evaluating the free energy we account not only for the supercurrent kinetic energy and the magnetic-field energy but also for the kinetic-energy and condensation-energy contributions that arise from suppression of the order parameter in the vortex core. The model is generalized to treat anisotropy by introducing an effective-mass tensor for the case when H is parallel to one of the principal axes. We compare the theory with reversible-magnetization measurements on a YBa2Cu3O7 single crystal. The approach allows an accurate determination of Hc2(T) from magnetization-versus-temperature data taken at fixed magnetic field and explains why the observed slopes differ in different fields, contrary to what might have been expected from the linear Abrikosov formula near Hc2. From this analysis we obtain dHc2/dT = (-1.65 ± 0.23) T/K for H || c near Tc, implying ξab(0) = (17 ± 1) Å."
27,0,"Magnetic studies of flux creep in high temperature superconductors reveal many features that are unexpected within the conventional Anderson-Kim theory, which assumes a thermal activation mechanism and uncorrelated motion of vortex bundles. An alternative phenomenology is provided by the more recent collective pinning theories. Experiments probing this new phenomenology are reviewed, including long-time relaxation, flux-creep annealing and studies near Tc."
27,1,"Magnetic investigations of flux creep in high temperature superconductors reveal numerous features that are unexpected within the conventional Anderson-Kim theory, which assumes a thermal activation mechanism and uncorrelated motion of vortex bundles. A different phenomenology is offered by the more recent collective pinning theories. Experiments probing this new phenomenology are reviewed, including long-time relaxation, flux-creep annealing and studies near Tc."
27,2,"Magnetic investigations of flux creep in high temperature superconductors reveal a number of features that the conventional Anderson-Kim theory does not predict; that theory presumes a thermal activation mechanism and uncorrelated motion of vortex bundles. A different phenomenology is offered by the more recent collective pinning theories. Experiments testing this new phenomenology are reviewed, including long-time relaxation, flux-creep annealing and studies near Tc."
27,3,"Magnetic investigations of flux creep in high-temperature superconductors reveal numerous features that are not accounted for by the conventional Anderson-Kim theory, which assumes a thermal activation mechanism and uncorrelated motion of vortex bundles. An alternative phenomenology is offered by the more recent collective pinning theories. Experiments probing this new phenomenology are reviewed, including long-time relaxation, flux-creep annealing, and studies near Tc."
27,4,"Magnetic investigations of flux creep in high temperature superconductors reveal many features that are unexpected within the conventional Anderson-Kim theory, which assumes a thermal activation mechanism and uncorrelated motion of vortex bundles. A different phenomenology is offered by the more recent collective pinning theories. Experiments probing this alternative phenomenology are reviewed, including long-time relaxation, flux-creep annealing and studies near Tc."
28,0,"Using a custom-made dc superconducting quantum interference device (dc-SQUID) magnetometer, we have measured the time relaxation of the remanent magnetization Mrem of a Bi2Sr2CaCu2O8+δ single crystal prepared in the fully critical state for temperatures 13 K ≲ T ≲ 83 K. The experiments span a time window of seven decades, 10^-2 s ≲ t ≲ 10^5 s, allowing the current density j to be probed from values very near jc down to values well below jc. From these measurements we extract (i) the flux-creep activation barriers U(j) as a function of j, (ii) the current–voltage characteristics E(j) in the typical range 10^-7–10^-15 V/cm, and (iii) the zero-temperature critical current density jc(0). Three distinct regimes of vortex dynamics are identified: for T ≲ 20 K the activation barrier U(j) is logarithmic; in the intermediate interval 20 K ≲ T ≲ 40 K no single functional form U(j) could be determined; and for T ≳ 40 K U(j) follows a power-law U(j) ∝ j^-μ with μ ≃ 0.6. Interpreting the data within the weak collective pinning framework for strongly layered superconductors, we argue that for T ≲ 20 K pancake vortices are pinned individually, whereas for T ≳ 40 K pinning involves large collectively pinned vortex bundles. The vortex dynamics in the intermediate temperature range 20 K ≲ T ≲ 40 K are discussed using a qualitative low-field phase diagram of the vortex state in Bi2Sr2CaCu2O8+δ; within this picture a second peak in the magnetization loop is expected for 20–40 K, consistent with several magnetization measurements reported in the literature."
28,1,"Using a custom-made dc superconducting quantum interference device (dc-SQUID) magnetometer, we measured the time relaxation of the remanent magnetization Mrem of a Bi2Sr2CaCu2O8+δ single crystal, prepared in the fully critical state, over the temperature range 13 K ≲ T ≲ 83 K. The experiments span a seven-decade time window, 10^-2 s ≲ t ≲ 10^5 s, allowing investigation of the current density j from values very close to jc down to substantially smaller than jc. From these data we extracted (i) the flux-creep activation barriers U as a function of current density j, (ii) the current–voltage characteristics E(j) in the typical range 10^-7–10^-15 V/cm, and (iii) the critical current density jc(0) at T = 0. Three distinct regimes of vortex dynamics are found: for T ≲ 20 K the activation barrier U(j) is logarithmic; in the intermediate interval 20 K ≲ T ≲ 40 K no single functional form U(j) could be identified; and for T ≳ 40 K U(j) follows a power-law with an exponent μ ≃ 0.6. Interpreting the results within the weak collective pinning theory for strongly layered superconductors, we argue that below ≲20 K pancake vortices are pinned individually, whereas above ≳40 K pinning involves large, collectively pinned vortex bundles. The vortex dynamics in the intermediate 20 K ≲ T ≲ 40 K regime is discussed using a qualitative low-field phase diagram for the vortex state in Bi2Sr2CaCu2O8+δ; within this framework a second peak in the magnetization loop is expected for 20–40 K, consistent with several magnetization measurements reported in the literature."
28,2,"Using a custom-made dc superconducting quantum interference device (dc-SQUID) magnetometer, we measured the time relaxation of the remanent magnetization Mrem of a Bi2Sr2CaCu2O8+δ single crystal, prepared in the fully critical state, over the temperature range 13 K ≲ T ≲ 83 K. The experiments span seven decades in time (10^-2 s ≲ t ≲ 10^5 s), allowing investigation of the current density j from values very close to jc down to values significantly below jc. From these measurements we extracted (i) the flux-creep activation barriers U as a function of current density j, (ii) the current–voltage characteristics E(j) in a representative range of 10^-7–10^-15 V/cm, and (iii) the zero-temperature critical current density jc(0). Three distinct regimes of vortex dynamics are identified: for T ≲ 20 K the activation barrier U(j) displays a logarithmic dependence; in the intermediate interval 20 K ≲ T ≲ 40 K no single functional form for U(j) could be established; and for T ≳ 40 K U(j) follows a power-law with an exponent μ ≃ 0.6. Interpreting the data within the framework of weak collective pinning theory for strongly layered superconductors, we argue that below ≲20 K pancake vortices are pinned individually, whereas above ≳40 K pinning involves large, collectively pinned vortex bundles. A description of the vortex dynamics in the intermediate temperature range 20 K ≲ T ≲ 40 K is provided based on a qualitative low-field phase diagram of the vortex state in Bi2Sr2CaCu2O8+δ; within this picture a second peak in the magnetization loop is expected for 20–40 K, consistent with several magnetization measurements reported in the literature."
28,3,"Using a custom-made dc superconducting quantum interference device (dc-SQUID) magnetometer, we measured the time relaxation of the remanent magnetization Mrem of a Bi2Sr2CaCu2O8+δ single crystal prepared in the fully critical state for temperatures 13 K ≲ T ≲ 83 K. The experiments span a time window of seven decades, 10^-2 s ≲ t ≲ 10^5 s, allowing the current density j to be probed from values very close to jc down to values substantially below jc. From these data we obtained (i) the flux-creep activation barriers U as a function of current density j, (ii) the current–voltage characteristics E(j) in a typical range of 10^-7–10^-15 V/cm, and (iii) the zero-temperature critical current density jc(0). Three distinct regimes of vortex dynamics are identified: for T ≲ 20 K the activation barrier U(j) is logarithmic; in the intermediate interval 20 K ≲ T ≲ 40 K no single functional form for U(j) could be established; and for T ≳ 40 K the barrier follows a power-law U(j) ∝ j^-μ with μ ≃ 0.6. Interpreting the results within the weak collective pinning theory for strongly layered superconductors, we argue that for T ≲ 20 K pancake vortices are pinned individually, whereas for T ≳ 40 K pinning involves large, collectively pinned vortex bundles. The vortex dynamics in the intermediate range 20 K ≲ T ≲ 40 K are discussed on the basis of a qualitative low-field phase diagram of the vortex state in Bi2Sr2CaCu2O8+δ; within this picture a second peak in the magnetization loop is expected for temperatures between 20 and 40 K, consistent with observations reported in several magnetization measurements in the literature."
28,4,"We employed a custom-made dc superconducting quantum interference device (dc-SQUID) magnetometer to record the time relaxation of the remanent magnetization Mrem of a Bi2Sr2CaCu2O8+δ single crystal, starting from the fully critical state, for temperatures in the range 13 K ≲ T ≲ 83 K. The measurements span seven decades in time (10^-2 s ≲ t ≲ 10^5 s), allowing the current density j to be probed from values very close to jc down to substantially smaller than jc. From these data we extracted (i) the flux-creep activation barriers U as a function of current density j, (ii) the current–voltage characteristics E(j) in a typical range 10^-7–10^-15 V/cm, and (iii) the zero-temperature critical current density jc(0). Three distinct vortex-dynamic regimes are found: for T ≲ 20 K the activation barrier U(j) is logarithmic; in the intermediate interval 20 K ≲ T ≲ 40 K no single functional form U(j) could be identified; and for T ≳ 40 K U(j) follows a power-law with exponent μ ≃ 0.6. Interpreting the results within the weak collective pinning theory for strongly layered superconductors, we argue that for T ≲ 20 K pancake vortices are pinned individually, whereas for T ≳ 40 K pinning involves large, collectively pinned vortex bundles. A qualitative low-field phase diagram of the vortex state in Bi2Sr2CaCu2O8+δ provides a basis for describing the vortex dynamics in the intermediate-temperature interval 20 K ≲ T ≲ 40 K; within this picture a second peak in the magnetization loop is expected for 20–40 K, consistent with several magnetization measurements reported in the literature."
29,0,"We examine the frequency-dependent photoinduced infrared conductivity, σP(ω), extracted from photoinduced absorption measurements on the insulators Tl2Ba2Ca0.98Gd0.02Cu2O8, YBa2Cu3O6.3, and La2CuO4, by comparing it to σPT(ω) computed using nonadiabatic polaron-transport theory. The computed σPT(ω) reproduces the experimental σP(ω) well in the midinfrared. We further contrast σP(ω) with the infrared conductivity, σ(ω), of the high-Tc superconductors Tl2Ba2CaCu2O8, YBa2Cu3O7, and La1.85Sr0.15CuO4. The common spectral form and systematic parallels observed in both σP(ω) and σ(ω) suggest that carriers in the concentrated (metallic) regime preserve much of the character of carriers in the dilute (photoexcited) regime. Taken together, these findings imply that in the superconducting cuprates and in their ""parent"" insulators the carriers are polarons, each dressed by a phonon polarization cloud."
29,1,"We examine the frequency-dependent photoinduced infrared conductivity, σP(ω), derived from photoinduced absorption measurements on the insulators Tl2Ba2Ca0.98Gd0.02Cu2O8, YBa2Cu3O6.3, and La2CuO4 by comparing it to σPT(ω) computed within nonadiabatic polaron-transport theory. The computed σPT(ω) reproduces the experimental σP(ω) well in the midinfrared. We further juxtapose σP(ω) with the infrared conductivity, σ(ω), of the high-Tc superconductors Tl2Ba2CaCu2O8, YBa2Cu3O7, and La1.85Sr0.15CuO4. The comparable spectral shapes and systematic trends observed in both σP(ω) and σ(ω) suggest that carriers in the concentrated (metallic) regime preserve much of the character of carriers in the dilute (photoexcited) regime. Altogether, these findings imply that in the superconducting cuprates and in their ""parent"" insulators the carriers are polarons dressed with a phonon polarization cloud."
29,2,"We examine the frequency-dependent photoinduced infrared conductivity σP(ω), measured by photoinduced absorption in the insulators Tl2Ba2Ca0.98Gd0.02Cu2O8, YBa2Cu3O6.3, and La2CuO4, by comparing it with σPT(ω) computed from nonadiabatic polaron-transport theory. The computed σPT(ω) reproduces the experimental σP(ω) well in the midinfrared. We also compare σP(ω) with the infrared conductivity σ(ω) of the high-Tc superconductors Tl2Ba2CaCu2O8, YBa2Cu3O7, and La1.85Sr0.15CuO4. The similar spectral shapes and systematic trends observed in both σP(ω) and σ(ω) indicate that carriers in the concentrated (metallic) regime retain much of the character of carriers in the dilute (photoexcited) regime. Altogether, these findings imply that in the superconducting cuprates and their ""parent"" insulators the carriers are polarons dressed with a phonon polarization cloud."
29,3,"We interpret the frequency-dependent photoinduced infrared conductivity, σP(ω), derived from photoinduced absorption measurements on the insulators Tl2Ba2Ca0.98Gd0.02Cu2O8, YBa2Cu3O6.3, and La2CuO4 using σPT(ω) computed within nonadiabatic polaron-transport theory. The σPT(ω) results agree well with the measured σP(ω) in the midinfrared. We further contrast σP(ω) with the infrared conductivity, σ(ω), of the high-Tc superconductors Tl2Ba2CaCu2O8, YBa2Cu3O7, and La1.85Sr0.15CuO4. The comparable spectral profiles and consistent trends in both σP(ω) and σ(ω) suggest that carriers in the concentrated (metallic) regime preserve much of the character of carriers in the dilute (photoexcited) regime. Taken together, these findings imply that in the superconducting cuprates and their ""parent"" insulators the carriers are polarons dressed with a phonon polarization cloud."
29,4,"We examine the frequency-dependent photoinduced infrared conductivity σP(ω), derived from photoinduced absorption measurements on the insulators Tl2Ba2Ca0.98Gd0.02Cu2O8, YBa2Cu3O6.3, and La2CuO4, by comparing it with σPT(ω) computed within nonadiabatic polaron-transport theory. The computed σPT(ω) reproduces the experimental σP(ω) well in the midinfrared. We further contrast σP(ω) with the infrared conductivity σ(ω) measured in the high-Tc superconductors Tl2Ba2CaCu2O8, YBa2Cu3O7, and La1.85Sr0.15CuO4. The two conductivities share a similar spectral shape and follow the same systematic trends, indicating that carriers in the concentrated (metallic) regime preserve much of the character of carriers in the dilute (photoexcited) regime. Taken together, these findings imply that carriers in both the superconducting cuprates and their “parent” insulators are polarons dressed with a phonon polarization cloud."
30,0,"The development of modern science and technology requires high magnetic fields exceeding 25T. Second-generation high-temperature superconducting wires, i.e. REBCO (REBa<sub>2</sub>Cu<sub>3</sub>O<sub>7</sub>-x, RE refers to Y, Gd, Dy, Eu and other rare-earth elements) coated conductors (CCs), have emerged as the preferred choice for constructing high-field magnets owing to their high irreversible magnetic field. Mechanical stresses arising from manufacturing processes, thermal mismatch and Lorenz forces strongly affect the electromagnetic performance of REBCO CCs during operation. In addition, recently studied screen currents influence the mechanical characteristics of high-field REBCO magnets. In this review, the principal experimental and theoretical studies concerning critical current degradation, delamination and fatigue, and shear investigations on REBCO CCs are examined first. Then, research progress on the screening-current effect in the development of high-field superconducting magnets is presented, and finally the key mechanical problems facing the future development of high-field magnets based on REBCO CCs are prospected."
